cascade no, generation no, line no
2575,1,5
2576,1,128
2576,1,237
2577,1,2
2578,1,142
2578,2,328
2578,2,240
2578,3,240
2579,1,154
2579,1,142
2580,1,101
2580,2,101
2581,1,450
2582,1,92
2582,1,29
2582,1,280
2583,1,141
2583,2,241
2583,3,164
2583,3,154
2583,4,241
2583,5,335
2583,6,141
2583,7,120
2584,1,259
2584,2,136
2584,3,136
2584,4,136
2584,5,136
2585,1,198
2586,1,3
2587,1,256
2588,1,446
2589,1,368
2590,1,174
2591,1,143
2591,1,444
2591,2,162
2592,1,24
2593,1,19
2593,1,139
2594,1,187
2594,1,128
2594,1,237
2594,1,23
2594,2,23
2594,3,64
2594,4,59
2594,5,368
2594,6,101
2594,6,59
2594,7,59
2594,8,224
2594,9,223
2594,10,322
2595,1,338
2595,2,145
2595,3,215
2596,1,428
2596,1,101
2596,1,387
2596,1,43
2596,2,57
2596,3,308
2596,4,313
2596,4,487
2596,4,385
2596,4,488
2596,4,224
2596,4,308
2596,4,59
2596,5,40
2596,6,64
2596,6,489
2596,7,313
2596,7,313
2597,1,122
2597,2,43
2597,3,59
2597,4,387
2597,5,144
2598,1,64
2599,1,223
2600,1,163
2600,2,405
2600,3,202
2600,4,140
2601,1,2
2602,1,82
2602,2,42
2603,1,2
2604,1,154
2605,1,468
2606,1,392
2606,1,393
2607,1,42
2608,1,56
2609,1,142
2610,1,80
2611,1,490
2612,1,104
2612,1,387
2613,1,56
2614,1,41
2615,1,265
2616,1,24
2616,2,24
2616,3,24
2616,3,24
2617,1,461
2617,2,475
2617,2,474
2617,3,228
2617,3,228
2618,1,187
2619,1,128
2619,1,132
2619,1,237
2620,1,221
2620,2,337
2621,1,120
2622,1,80
2623,1,419
2624,1,463
2624,1,9
2624,1,177
2624,1,400
2624,1,187
2625,1,272
2626,1,327
2626,2,449
2627,1,167
2628,1,253
2628,2,253
2629,1,253
2629,2,253
2629,3,253
2630,1,37
2631,1,461
2632,1,81
2633,1,42
2634,1,450
2634,1,361
2634,1,402
2635,1,316
2636,1,337
2637,1,92
2638,1,8
2639,1,345
2640,1,8
2641,1,333
2641,2,318
2642,1,177
2642,2,491
2642,2,492
2642,3,400
2642,3,491
2643,1,148
2643,1,5
2644,1,5
2645,1,236
2645,1,237
2645,2,163
2646,1,236
2646,1,237
2647,1,131
2647,1,237
2647,2,132
2647,2,237
2648,1,201
2649,1,446
2650,1,101
2650,2,446
2650,3,446
2651,1,256
2652,1,101
2653,1,294
2653,2,20
2654,1,179
2655,1,284
2655,2,300
2655,2,300
2656,1,43
2656,1,487
2656,1,478
2656,1,43
2657,1,41
2658,1,342
2658,2,122
2658,3,43
2658,4,40
2658,5,64
2658,6,101
2658,7,101
2658,8,243
2658,8,164
2658,9,164
2658,9,154
2658,9,489
2658,9,164
2658,10,487
2658,11,164
2659,1,134
2659,1,135
2660,1,243
2660,1,242
2660,2,241
2661,1,255
2662,1,23
2663,1,179
2664,1,41
2665,1,104
2665,1,134
2665,1,135
2665,2,356
2665,3,356
2665,4,24
2666,1,140
2666,2,24
2666,3,24
2666,4,24
2666,5,23
2666,6,192
2666,6,317
2667,1,122
2668,1,23
2669,1,300
2669,2,237
2669,2,132
2669,3,356
2669,3,29
2669,4,362
2670,1,348
2670,2,26
2670,3,81
2671,1,60
2671,2,154
2671,3,59
2671,4,122
2671,4,43
2671,5,24
2671,5,43
2671,6,24
2671,6,24
2672,1,478
2672,1,487
2673,1,107
2673,2,166
2674,1,23
2674,1,128
2674,1,237
2675,1,260
2676,1,140
2676,2,131
2676,2,237
2676,3,131
2676,3,237
2676,4,288
2676,4,493
2677,1,102
2678,1,116
2679,1,8
2680,1,131
2680,1,237
2681,1,102
2681,2,102
2682,1,166
2682,2,166
2683,1,101
2683,1,59
2683,1,40
2684,1,20
2685,1,174
2685,1,143
2686,1,402
2686,1,427
2687,1,260
2688,1,2
2689,1,307
2690,1,412
2691,1,218
2692,1,17
2693,1,256
2694,1,457
2694,1,458
2694,1,439
2695,1,2
2696,1,103
2697,1,131
2697,1,237
2698,1,327
2699,1,238
2700,1,63
2700,2,24
2701,1,152
2701,2,92
2702,1,43
2702,2,42
2703,1,95
2704,1,24
2705,1,136
2705,2,201
2705,3,201
2706,1,201
2706,2,140
2707,1,494
2708,1,459
2709,1,24
2709,2,284
2709,2,131
2709,2,237
2709,2,4
2710,1,24
2710,2,200
2711,1,41
2712,1,126
2712,2,75
2712,2,114
2713,1,42
2714,1,412
2715,1,246
2716,1,325
2717,1,412
2718,1,2
2719,1,8
2720,1,225
2720,2,239
2721,1,24
2722,1,42
2723,1,101
2724,1,239
2725,1,239
2726,1,446
2727,1,396
2728,1,22
2728,1,134
2728,2,22
2728,2,134
2729,1,134
2729,2,134
2729,3,134
2729,4,134
2729,5,134
2729,6,228
2730,1,117
2731,1,219
2731,1,35
2731,2,401
2731,2,216
2732,1,232
2733,1,37
2734,1,41
2734,2,192
2734,2,317
2734,2,192
2735,1,42
2735,2,140
2736,1,191
2736,2,180
2736,3,25
2737,1,321
2738,1,4
2739,1,3
2740,1,10
2741,1,215
2741,1,495
2741,1,82
2741,1,350
2741,1,496
2741,1,152
2742,1,24
2743,1,8
2744,1,277
2745,1,175
2746,1,116
2746,2,198
2747,1,310
2747,2,234
2747,3,82
2747,4,82
2747,5,82
2747,6,322
2747,7,228
2748,1,43
2748,2,232
2748,2,225
2749,1,202
2750,1,228
2750,2,214
2750,3,215
2751,1,331
2752,1,481
2752,2,466
2753,1,466
2754,1,385
2755,1,352
2755,2,56
2755,3,145
2756,1,235
2757,1,241
2757,2,41
2758,1,234
2758,1,317
2758,1,277
2759,1,3
2760,1,2
2760,1,314
2761,1,92
2762,1,472
2763,1,8
2764,1,63
2765,1,8
2766,1,254
2767,1,232
2768,1,232
2768,2,232
2769,1,232
2769,2,232
2769,3,232
2769,4,232
2770,1,24
2771,1,24
2771,2,8
2772,1,128
2772,1,237
2772,2,128
2772,2,237
2773,1,92
2773,2,117
2774,1,8
2775,1,8
2776,1,4
2777,1,128
2777,1,23
2777,1,236
2777,1,237
2777,2,128
2777,2,23
2777,2,237
2777,2,236
2778,1,166
2778,2,19
2778,3,446
2779,1,497
2779,2,23
2779,2,237
2779,3,147
2780,1,286
2781,1,101
2782,1,444
2782,2,144
2782,3,444
2782,4,101
2782,5,129
2782,6,40
2782,7,101
2782,8,154
2783,1,147
2784,1,148
2785,1,188
2785,2,131
2786,1,180
2787,1,126
2788,1,26
2789,1,61
2789,1,416
2789,1,114
2790,1,228
2790,2,234
2790,3,27
2791,1,41
2792,1,46
2793,1,78
2793,1,179
2793,1,255
2794,1,24
2795,1,224
2796,1,459
2797,1,8
2797,1,2
2798,1,37
2799,1,29
2800,1,355
2801,1,213
2802,1,220
2803,1,192
2803,1,317
2803,1,277
2803,2,116
2804,1,498
2804,1,236
2804,1,237
2805,1,204
2805,2,314
2805,2,2
2806,1,174
2806,1,101
2806,2,446
2807,1,166
2807,2,4
2807,3,237
2807,3,128
2807,4,189
2807,4,131
2807,5,284
2808,1,181
2809,1,41
2810,1,97
2811,1,295
2811,1,2
2811,1,269
2811,1,8
2811,2,294
2812,1,2
2813,1,295
2814,1,2
2815,1,128
2815,1,23
2815,1,236
2815,1,237
2816,1,434
2817,1,457
2817,1,458
2818,1,41
2818,2,347
2819,1,148
2820,1,32
2821,1,202
2822,1,3
2822,2,425
2822,2,8
2823,1,210
2824,1,42
2825,1,312
2825,1,6
2826,1,219
2827,1,337
2828,1,405
2828,1,398
2829,1,2
2830,1,499
2831,1,202
2832,1,128
2832,1,237
2833,1,449
2833,1,390
2834,1,41
2835,1,2
2836,1,42
2837,1,2
2838,1,42
2839,1,239
2840,1,360
2841,1,8
2842,1,13
2842,2,164
2843,1,92
2844,1,92
2845,1,92
2845,2,294
2846,1,103
2847,1,365
2848,1,5
2849,1,19
2850,1,37
2851,1,30
2852,1,307
2852,2,19
2853,1,19
2854,1,220
2855,1,42
2856,1,42
2857,1,347
2858,1,270
2859,1,81
2860,1,420
2861,1,342
2862,1,92
2863,1,92
2864,1,83
2865,1,42
2866,1,324
2867,1,136
2868,1,46
2869,1,156
2870,1,42
2871,1,24
2872,1,144
2872,1,174
2872,1,444
2873,1,500
2874,1,13
2875,1,192
2876,1,92
2877,1,92
2878,1,24
2879,1,24
2880,1,314
2881,1,179
2882,1,438
2883,1,92
2883,2,92
2884,1,8
2885,1,87
2886,1,92
2887,1,250
2887,1,328
2887,1,450
2888,1,425
2888,1,8
2889,1,8
2890,1,501
2891,1,41
2892,1,8
2893,1,314
2893,1,2
2894,1,314
2894,1,2
2895,1,192
2896,1,192
2897,1,192
2898,1,1
2898,1,70
2899,1,8
2900,1,356
2900,1,347
2901,1,24
2902,1,164
2903,1,52
2904,1,62
2905,1,327
2906,1,92
2907,1,8
2907,2,2
2908,1,8
2909,1,2
2910,1,2
2911,1,295
2911,1,269
2911,1,8
2912,1,8
2913,1,336
2913,2,256
2914,1,338
2915,1,148
2916,1,356
2917,1,358
2918,1,37
2919,1,48
2919,1,47
2919,2,111
2920,1,129
2921,1,2
2921,2,144
2922,1,243
2922,2,40
2922,3,232
2922,4,129
2922,5,129
2923,1,187
2924,1,475
2924,1,474
2925,1,63
2926,1,327
2927,1,2
2927,1,314
2928,1,327
2929,1,288
2929,2,171
2930,1,13
2930,2,209
2931,1,227
2932,1,34
2933,1,425
2933,1,8
2934,1,62
2935,1,17
2936,1,47
2937,1,104
2937,1,122
2937,1,487
2938,1,104
2939,1,104
2940,1,104
2940,2,104
2940,3,104
2940,3,487
2941,1,104
2941,1,122
2942,1,2
2943,1,24
2944,1,200
2945,1,6
2946,1,327
2947,1,146
2948,1,295
2948,1,2
2949,1,63
2950,1,2
2951,1,106
2952,1,24
2953,1,24
2954,1,314
2954,1,2
2955,1,268
2956,1,3
2956,2,171
2957,1,208
2957,1,471
2958,1,72
2959,1,72
2960,1,3
2961,1,180
2962,1,180
2963,1,502
2963,1,465
2964,1,25
2965,1,225
2966,1,35
2967,1,92
2968,1,27
2969,1,8
2969,1,2
2970,1,3
2971,1,37
2972,1,256
2973,1,5
2974,1,5
2974,1,8
2975,1,331
2976,1,8
2976,1,2
2977,1,8
2978,1,156
2979,1,314
2979,1,2
2980,1,8
2980,2,92
2981,1,367
2982,1,2
2983,1,314
2983,1,2
2984,1,314
2984,1,2
2985,1,24
2986,1,92
2987,1,156
2988,1,24
2989,1,441
2990,1,331
2991,1,338
2992,1,466
2993,1,39
2994,1,466
2995,1,8
2996,1,250
2997,1,5
2998,1,5
2999,1,5
3000,1,24
3001,1,41
3002,1,281
3002,1,7
3003,1,97
3004,1,216
3005,1,92
3006,1,8
3007,1,334
3008,1,503
3008,1,504
3008,1,505
3009,1,503
3009,1,504
3009,1,505
3010,1,37
3011,1,91
3012,1,18
3013,1,97
3014,1,331
3015,1,216
3016,1,92
3017,1,2
3018,1,55
3019,1,355
3020,1,13
3021,1,360
3021,2,24
3022,1,92
3022,1,280
3023,1,37
3024,1,120
3025,1,24
3026,1,323
3027,1,8
3028,1,97
3029,1,425
3029,1,8
3030,1,8
3031,1,17
3032,1,2
3033,1,17
3034,1,247
3034,2,247
3035,1,140
3036,1,3
3037,1,506
3038,1,506
3039,1,8
3040,1,2
3041,1,140
3042,1,98
3042,1,457
3042,1,26
3043,1,146
3044,1,392
3044,1,393
3045,1,231
3046,1,92
3047,1,141
3047,2,487
3047,2,478
3047,3,141
3048,1,37
3049,1,257
3050,1,356
3051,1,226
3052,1,260
3053,1,299
3053,2,272
3054,1,269
3054,1,295
3055,1,313
3056,1,92
3057,1,42
3058,1,155
3059,1,234
3060,1,167
3061,1,201
3061,2,24
3061,3,24
3061,4,201
3062,1,507
3063,1,124
3064,1,140
3064,2,447
3064,3,51
3064,4,145
3064,5,475
3064,5,474
3064,5,461
3064,6,67
3064,7,218
3064,8,59
3064,9,104
3065,1,446
3066,1,2
3067,1,82
3067,2,82
3067,3,82
3067,4,445
3067,5,82
3067,6,82
3068,1,508
3069,1,128
3070,1,41
3071,1,150
3072,1,9
3073,1,37
3073,1,425
3073,1,8
3074,1,241
3075,1,1
3075,2,101
3076,1,8
3077,1,162
3077,1,163
3078,1,241
3079,1,241
3080,1,43
3081,1,20
3081,2,50
3082,1,210
3082,2,24
3083,1,368
3084,1,163
3084,2,126
3085,1,50
3085,2,50
3086,1,201
3087,1,44
3087,1,420
3088,1,234
3089,1,234
3090,1,234
3091,1,92
3092,1,2
3093,1,466
3094,1,2
3095,1,163
3096,1,2
3097,1,116
3098,1,192
3099,1,65
3099,1,65
3100,1,356
3101,1,8
3102,1,24
3103,1,230
3103,2,104
3103,2,236
3103,2,237
3104,1,230
3105,1,288
3106,1,70
3107,1,24
3107,2,19
3107,3,507
3108,1,371
3109,1,232
3110,1,28
3110,1,252
3110,1,19
3111,1,185
3112,1,449
3113,1,384
3114,1,36
3115,1,287
3116,1,65
3117,1,332
3118,1,193
3118,1,56
3119,1,220
3120,1,41
3121,1,101
3122,1,2
3123,1,57
3124,1,134
3124,1,135
3125,1,24
3126,1,101
3127,1,428
3128,1,72
3128,1,356
3128,2,356
3129,1,72
3129,1,356
3130,1,271
3131,1,348
3132,1,2
3132,2,8
3133,1,2
3133,2,8
3133,3,163
3134,1,81
3135,1,361
3135,1,402
3135,2,298
3135,3,24
3135,3,24
3136,1,192
3137,1,148
3138,1,230
3138,2,24
3138,3,24
3138,4,24
3139,1,210
3140,1,87
3141,1,5
3142,1,128
3142,1,23
3142,1,236
3142,1,237
3142,2,236
3142,2,128
3142,2,23
3143,1,2
3144,1,161
3144,1,88
3144,1,252
3144,2,195
3144,3,463
3145,1,5
3146,1,41
3147,1,253
3147,1,237
3147,1,236
3148,1,163
3149,1,5
3150,1,4
3151,1,24
3152,1,163
3153,1,189
3154,1,139
3155,1,174
3155,1,101
3156,1,24
3157,1,126
3157,2,174
3158,1,262
3159,1,29
3159,1,356
3160,1,19
3161,1,29
3162,1,117
3163,1,175
3163,1,238
3163,1,50
3164,1,165
3164,2,104
3164,3,41
3165,1,101
3166,1,8
3167,1,81
3168,1,81
3169,1,80
3170,1,154
3170,1,255
3171,1,154
3172,1,52
3173,1,193
3173,2,193
3173,3,472
3173,4,473
3174,1,54
3174,2,54
3174,3,341
3174,4,62
3175,1,170
3175,1,170
3176,1,236
3176,1,237
3177,1,28
3177,1,252
3177,1,450
3177,1,161
3178,1,187
3178,2,116
3178,3,364
3179,1,56
3179,2,56
3179,3,211
3180,1,164
3180,1,154
3180,2,59
3180,3,179
3180,4,179
3181,1,327
3182,1,223
3183,1,200
3183,1,22
3184,1,75
3185,1,117
3185,2,130
3185,2,236
3185,2,237
3186,1,2
3187,1,2
3188,1,498
3189,1,104
3189,1,236
3189,1,237
3189,2,204
3189,3,24
3190,1,135
3190,2,97
3191,1,2
3191,2,441
3191,2,443
3191,3,26
3192,1,42
3193,1,37
3194,1,467
3195,1,300
3196,1,24
3196,2,128
3196,2,237
3197,1,288
3198,1,116
3199,1,24
3200,1,140
3201,1,8
3201,1,425
3202,1,509
3203,1,41
3204,1,284
3205,1,276
3206,1,446
3207,1,8
3208,1,334
3209,1,97
3210,1,508
3211,1,52
3212,1,23
3212,1,237
3213,1,187
3214,1,40
3215,1,223
3216,1,179
3217,1,189
3218,1,97
3219,1,44
3220,1,123
3220,1,326
3221,1,126
3222,1,446
3223,1,37
3224,1,466
3225,1,239
3226,1,8
3226,1,425
3227,1,24
3228,1,29
3229,1,274
3230,1,425
3231,1,37
3231,1,509
3231,1,199
3231,2,37
3232,1,496
3233,1,42
3234,1,408
3235,1,348
3235,2,427
3235,3,361
3236,1,223
3236,2,220
3237,1,41
3237,2,200
3237,3,200
3238,1,446
3238,1,237
3239,1,2
3239,1,8
3239,1,88
3239,1,252
3239,1,450
3240,1,98
3241,1,218
3242,1,193
3243,1,466
3244,1,234
3245,1,352
3246,1,65
3247,1,357
3248,1,474
3248,1,475
3248,1,461
3249,1,262
3250,1,352
3251,1,162
3252,1,24
3252,2,24
3252,3,24
3253,1,317
3254,1,450
3255,1,450
3256,1,510
3257,1,26
3258,1,92
3259,1,2
3259,1,314
3260,1,329
3261,1,29
3262,1,92
3263,1,1
3264,1,92
3265,1,24
3266,1,67
3267,1,67
3268,1,256
3269,1,134
3269,1,135
3269,2,135
3269,3,228
3269,4,228
3270,1,56
3271,1,327
3272,1,59
3273,1,39
3274,1,51
3275,1,127
3276,1,60
3277,1,370
3278,1,42
3279,1,223
3279,2,42
3280,1,395
3281,1,189
3282,1,327
3283,1,281
3284,1,167
3284,2,167
3284,3,167
3285,1,511
3286,1,286
3287,1,92
3288,1,92
3289,1,2
3289,2,88
3289,2,252
3289,2,28
3289,2,438
3290,1,127
3291,1,42
3292,1,41
3293,1,243
3293,1,242
3294,1,344
3295,1,128
3296,1,19
3297,1,47
3297,1,48
3298,1,500
3299,1,42
3300,1,101
3301,1,52
3302,1,197
3303,1,424
3304,1,197
3305,1,259
3306,1,24
3307,1,468
3308,1,9
3308,2,416
3309,1,26
3309,2,26
3310,1,53
3311,1,347
3312,1,164
3313,1,24
3314,1,197
3315,1,20
3316,1,92
3317,1,24
3318,1,19
3319,1,210
3320,1,5
3321,1,5
3322,1,156
3323,1,54
3324,1,364
3325,1,92
3326,1,2
3327,1,101
3328,1,512
3329,1,66
3330,1,42
3331,1,81
3331,2,347
3332,1,17
3333,1,412
3334,1,2
3335,1,315
3336,1,92
3337,1,234
3338,1,345
3338,1,414
3339,1,513
3340,1,318
3340,1,138
3341,1,513
3342,1,368
3343,1,80
3344,1,67
3345,1,163
3346,1,67
3347,1,101
3348,1,92
3349,1,42
3350,1,60
3351,1,72
3351,2,514
3352,1,497
3353,1,455
3354,1,348
3355,1,368
3356,1,515
3357,1,60
3358,1,73
3359,1,337
3360,1,153
3361,1,516
3362,1,29
3362,2,517
3363,1,92
3364,1,200
3365,1,318
3366,1,414
3367,1,89
3367,1,356
3368,1,2
3369,1,92
3370,1,92
3371,1,446
3372,1,319
3373,1,83
3373,2,17
3374,1,26
3375,1,61
3375,1,75
3375,1,254
3375,1,13
3375,2,212
3375,3,12
3376,1,163
3376,2,446
3377,1,23
3377,2,23
3377,3,23
3378,1,23
3379,1,18
3379,2,18
3380,1,60
3381,1,60
3382,1,60
3382,2,60
3383,1,60
3384,1,163
3385,1,336
3386,1,92
3387,1,387
3387,1,488
3387,1,224
3387,1,368
3387,1,313
3388,1,393
3388,1,392
3389,1,151
3390,1,26
3391,1,8
3392,1,193
3392,2,193
3393,1,101
3394,1,465
3395,1,213
3396,1,193
3397,1,193
3398,1,502
3399,1,437
3400,1,225
3401,1,502
3402,1,220
3403,1,172
3404,1,144
3405,1,217
3406,1,86
3407,1,27
3408,1,70
3409,1,225
3410,1,8
3411,1,487
3412,1,8
3413,1,39
3414,1,518
3415,1,127
3415,1,272
3416,1,24
3417,1,57
3418,1,347
3419,1,64
3420,1,347
3421,1,42
3422,1,324
3423,1,24
3424,1,49
3425,1,136
3426,1,8
3427,1,166
3428,1,276
3429,1,80
3430,1,170
3431,1,518
3432,1,286
3433,1,17
3433,2,17
3434,1,49
3434,1,234
3434,2,514
3435,1,502
3436,1,13
3437,1,85
3437,2,195
3438,1,234
3439,1,61
3440,1,87
3441,1,519
3441,2,24
3442,1,2
3443,1,29
3443,2,507
3443,3,92
3443,4,272
3443,5,67
3444,1,92
3445,1,327
3446,1,92
3447,1,92
3448,1,288
3449,1,2
3450,1,24
3451,1,92
3452,1,92
3453,1,85
3454,1,17
3455,1,2
3456,1,17
3456,2,120
3456,3,120
3457,1,32
3458,1,10
3458,2,72
3459,1,92
3460,1,319
3461,1,216
3462,1,41
3463,1,345
3464,1,443
3465,1,443
3466,1,13
3467,1,73
3467,2,73
3467,3,73
3468,1,179
3469,1,179
3470,1,179
3471,1,68
3471,2,17
3472,1,303
3472,1,304
3473,1,60
3474,1,125
3475,1,274
3476,1,367
3477,1,104
3478,1,498
3479,1,103
3480,1,274
3480,1,359
3481,1,10
3482,1,72
3482,2,72
3483,1,460
3484,1,82
3485,1,8
3486,1,198
3487,1,42
3488,1,92
3489,1,45
3490,1,2
3490,2,8
3491,1,17
3492,1,17
3492,2,83
3492,3,19
3492,4,19
3493,1,137
3494,1,129
3495,1,336
3495,2,336
3496,1,92
3497,1,337
3498,1,83
3498,2,83
3499,1,331
3499,2,12
3500,1,17
3500,2,17
3501,1,17
3501,2,76
3502,1,83
3502,2,17
3502,3,73
3503,1,5
3504,1,129
3505,1,162
3506,1,83
3506,2,219
3506,3,83
3506,4,17
3506,5,73
3506,6,17
3506,7,26
3506,8,26
3506,9,17
3507,1,17
3508,1,17
3508,2,17
3509,1,37
3510,1,256
3511,1,61
3511,2,85
3511,3,61
3511,4,61
3511,5,412
3511,6,412
3511,7,17
3511,8,61
3511,9,85
3511,10,12
3511,11,68
3512,1,35
3512,2,31
3512,2,416
3512,2,114
3512,3,208
3512,4,13
3513,1,32
3513,2,486
3513,3,121
3514,1,307
3514,2,307
3514,3,416
3514,3,114
3514,3,31
3514,4,32
3514,5,484
3514,5,520
3514,5,521
3514,5,184
3514,5,177
3514,5,183
3514,5,86
3514,6,85
3514,7,461
3514,8,461
3514,9,461
3514,10,461
3514,11,461
3514,12,461
3514,13,461
3514,14,17
3515,1,61
3516,1,17
3517,1,97
3518,1,329
3519,1,23
3520,1,20
3521,1,17
3522,1,67
3523,1,285
3524,1,502
3524,2,502
3525,1,13
3525,2,85
3525,3,118
3526,1,17
3527,1,163
3528,1,19
3529,1,337
3530,1,460
3530,2,460
3530,3,460
3531,1,461
3531,1,460
3532,1,163
3533,1,499
3533,2,377
3533,2,189
3533,2,376
3534,1,208
3534,2,34
3534,3,86
3535,1,334
3536,1,288
3537,1,428
3538,1,288
3539,1,288
3540,1,8
3541,1,347
3542,1,92
3543,1,8
3544,1,24
3545,1,183
3546,1,8
3547,1,35
3548,1,2
3549,1,92
3550,1,314
3551,1,285
3552,1,92
3553,1,92
3554,1,392
3554,1,393
3555,1,228
3556,1,272
3556,1,27
3556,1,127
3557,1,327
3558,1,61
3559,1,411
3559,1,69
3560,1,254
3560,1,13
3560,1,416
3560,1,114
3560,1,31
3560,1,354
3560,1,435
3560,1,331
3560,1,61
3560,1,74
3560,1,93
3561,1,254
3561,1,13
3562,1,35
3563,1,426
3563,1,70
3563,1,418
3563,1,137
3563,2,426
3563,2,70
3563,2,418
3563,2,137
3564,1,8
3565,1,124
3566,1,414
3566,2,490
3566,2,345
3566,2,414
3567,1,315
3568,1,242
3569,1,2
3570,1,139
3570,1,202
3571,1,243
3572,1,2
3573,1,503
3573,1,504
3573,1,505
3573,1,522
3573,1,523
3573,2,8
3574,1,8
3575,1,62
3576,1,2
3577,1,2
3577,1,314
3578,1,423
3579,1,424
3580,1,8
3580,1,8
3581,1,47
3581,1,48
3582,1,92
3582,2,92
3583,1,202
3584,1,8
3584,1,269
3585,1,202
3585,2,202
3586,1,167
3587,1,92
3587,2,2
3588,1,2
3588,2,8
3589,1,85
3590,1,27
3591,1,27
3592,1,62
3593,1,395
3594,1,29
3595,1,50
3596,1,5
3597,1,222
3598,1,304
3598,1,303
3599,1,303
3599,1,304
3600,1,92
3601,1,92
3602,1,101
3603,1,174
3604,1,8
3604,1,8
3605,1,38
3606,1,17
3607,1,507
3608,1,416
3609,1,27
3610,1,103
3611,1,270
3612,1,162
3612,2,476
3613,1,38
3613,1,513
3614,1,43
3615,1,2
3616,1,19
3617,1,19
3618,1,187
3619,1,129
3620,1,126
3620,2,136
3621,1,234
3622,1,64
3622,2,493
3623,1,142
3624,1,19
3625,1,82
3626,1,8
3627,1,331
3628,1,2
3629,1,2
3630,1,26
3631,1,8
3632,1,187
3633,1,56
3634,1,429
3635,1,192
3636,1,192
3637,1,17
3638,1,325
3639,1,24
3639,2,167
3639,3,233
3640,1,139
3640,2,234
3640,3,455
3640,4,234
3640,5,139
3640,6,234
3641,1,172
3642,1,2
3643,1,167
3644,1,524
3644,1,525
3644,2,526
3644,3,312
3644,3,6
3644,3,441
3644,3,259
3644,4,527
3644,5,211
3644,6,281
3644,7,331
3644,8,447
3644,9,224
3644,10,224
3644,11,154
3644,11,255
3644,12,145
3644,13,23
3644,14,23
3644,15,23
3644,16,211
3644,16,205
3644,16,461
3644,17,474
3644,17,475
3644,18,97
3644,19,128
3644,20,459
3645,1,64
3646,1,179
3646,2,459
3646,3,179
3647,1,494
3647,2,338
3648,1,41
3649,1,37
3650,1,65
3651,1,523
3651,1,333
3651,2,150
3651,3,523
3651,3,333
3651,4,161
3652,1,422
3653,1,216
3653,2,321
3654,1,235
3655,1,127
3655,2,347
3655,2,276
3656,1,140
3656,2,141
3657,1,237
3658,1,179
3659,1,20
3660,1,460
3660,2,460
3661,1,142
3662,1,142
3663,1,106
3664,1,198
3665,1,240
3666,1,272
3667,1,237
3667,1,23
3668,1,126
3669,1,243
3670,1,314
3670,1,2
3671,1,42
3672,1,200
3672,2,116
3672,3,67
3673,1,37
3674,1,8
3675,1,23
3676,1,37
3677,1,513
3678,1,192
3678,2,347
3679,1,461
3680,1,164
3680,1,142
3681,1,164
3681,1,59
3682,1,147
3683,1,2
3684,1,147
3685,1,56
3685,1,56
3685,1,56
3685,1,56
3685,1,56
3685,2,200
3686,1,230
3687,1,2
3688,1,216
3689,1,331
3690,1,419
3691,1,203
3692,1,121
3692,2,121
3692,3,121
3693,1,234
3693,2,234
3693,3,97
3693,3,304
3693,3,303
3693,4,56
3693,5,51
3693,5,145
3693,6,97
3694,1,128
3694,1,237
3695,1,154
3695,2,164
3696,1,24
3697,1,237
3697,1,131
3697,2,128
3697,2,237
3697,3,128
3697,3,237
3697,4,126
3697,4,126
3697,5,126
3697,6,126
3698,1,92
3699,1,521
3699,1,519
3700,1,237
3700,1,128
3701,1,337
3702,1,346
3703,1,127
3704,1,2
3705,1,356
3706,1,2
3707,1,264
3708,1,276
3709,1,231
3710,1,231
3711,1,2
3712,1,231
3713,1,120
3714,1,236
3714,1,237
3715,1,60
3716,1,92
3717,1,249
3718,1,276
3719,1,460
3719,1,163
3720,1,220
3721,1,5
3722,1,5
3723,1,5
3724,1,23
3725,1,132
3726,1,272
3727,1,92
3728,1,92
3729,1,215
3730,1,276
3731,1,24
3731,1,24
3731,2,192
3732,1,226
3732,2,192
3733,1,234
3733,2,202
3733,3,528
3734,1,193
3734,2,178
3734,3,140
3734,4,140
3734,4,140
3734,5,140
3735,1,82
3735,2,230
3735,2,198
3736,1,268
3736,2,268
3736,3,455
3737,1,120
3737,2,85
3738,1,73
3739,1,230
3740,1,204
3741,1,478
3741,2,129
3742,1,23
3743,1,142
3744,1,60
3745,1,97
3746,1,5
3746,2,229
3746,2,529
3746,3,202
3746,4,144
3746,5,201
3746,5,202
3746,6,49
3747,1,313
3748,1,194
3748,1,144
3748,2,469
3748,3,126
3748,4,20
3748,5,154
3749,1,134
3749,1,135
3750,1,166
3751,1,327
3752,1,327
3753,1,241
3754,1,131
3755,1,41
3756,1,164
3757,1,232
3758,1,347
3759,1,201
3760,1,232
3761,1,24
3762,1,271
3763,1,271
3764,1,174
3765,1,179
3766,1,327
3767,1,200
3768,1,200
3769,1,81
3770,1,308
3771,1,134
3772,1,135
3772,2,200
3773,1,65
3774,1,29
3775,1,127
3776,1,276
3777,1,216
3778,1,8
3779,1,378
3780,1,479
3781,1,479
3782,1,172
3783,1,143
3784,1,479
3785,1,450
3785,1,349
3786,1,97
3786,1,303
3787,1,97
3788,1,390
3789,1,530
3790,1,358
3790,1,255
3790,1,78
3790,1,179
3791,1,276
3792,1,356
3793,1,26
3794,1,81
3795,1,43
3796,1,116
3797,1,92
3798,1,331
3798,1,331
3799,1,267
3799,2,29
3800,1,347
3801,1,148
3802,1,72
3803,1,24
