cascade no, generation no, line no
1389,1,101
1390,1,85
1391,1,83
1391,2,83
1391,3,86
1391,4,83
1392,1,307
1392,2,56
1393,1,172
1393,2,271
1394,1,412
1395,1,129
1395,2,129
1396,1,129
1396,2,129
1397,1,174
1398,1,107
1398,2,107
1398,3,61
1398,3,75
1398,4,107
1399,1,267
1399,2,61
1399,2,75
1399,3,129
1400,1,40
1400,2,101
1400,2,174
1400,3,40
1400,4,129
1400,5,59
1400,6,40
1401,1,40
1402,1,73
1403,1,61
1403,1,75
1404,1,413
1404,1,159
1404,2,123
1404,3,123
1405,1,195
1406,1,136
1407,1,92
1408,1,144
1409,1,72
1409,2,72
1409,3,72
1410,1,397
1411,1,49
1412,1,26
1413,1,42
1414,1,82
1415,1,336
1416,1,336
1417,1,72
1418,1,12
1419,1,19
1420,1,30
1421,1,31
1422,1,17
1423,1,111
1423,2,412
1424,1,414
1424,1,345
1425,1,31
1425,2,189
1425,2,190
1425,3,26
1426,1,337
1426,2,254
1427,1,25
1428,1,415
1429,1,61
1429,2,31
1430,1,26
1430,1,254
1430,1,13
1430,1,75
1430,1,61
1430,1,416
1430,1,114
1430,1,17
1430,2,79
1431,1,83
1431,1,83
1431,2,83
1431,2,17
1431,3,17
1431,4,76
1431,5,26
1431,5,254
1431,5,13
1431,5,75
1431,5,61
1431,5,416
1431,5,114
1431,6,83
1431,7,61
1431,8,61
1431,8,416
1431,8,114
1431,8,75
1431,9,17
1432,1,268
1432,2,85
1432,3,82
1433,1,104
1433,2,82
1434,1,82
1435,1,417
1435,1,9
1436,1,91
1437,1,8
1438,1,37
1439,1,72
1439,2,402
1439,3,72
1439,4,72
1439,4,72
1440,1,418
1440,1,1
1441,1,72
1441,2,72
1442,1,397
1443,1,234
1444,1,234
1445,1,92
1446,1,241
1447,1,13
1448,1,170
1449,1,2
1450,1,419
1451,1,2
1451,1,314
1451,1,213
1451,2,172
1451,3,170
1452,1,234
1453,1,420
1454,1,27
1455,1,31
1456,1,31
1457,1,75
1458,1,17
1458,2,254
1459,1,17
1459,2,17
1459,3,31
1460,1,79
1461,1,17
1462,1,17
1463,1,129
1464,1,43
1465,1,41
1466,1,19
1467,1,421
1468,1,2
1469,1,40
1470,1,24
1471,1,234
1471,2,234
1472,1,234
1473,1,139
1474,1,201
1475,1,80
1476,1,80
1477,1,422
1477,1,423
1477,1,38
1477,1,54
1477,1,52
1477,1,424
1477,1,139
1478,1,103
1479,1,201
1480,1,25
1480,2,25
1481,1,80
1482,1,25
1482,2,265
1483,1,253
1483,2,25
1484,1,270
1485,1,269
1485,1,425
1485,1,8
1486,1,327
1487,1,378
1488,1,351
1489,1,288
1490,1,242
1491,1,403
1492,1,42
1493,1,129
1494,1,24
1495,1,148
1495,2,267
1495,3,270
1495,4,1
1495,5,137
1495,6,426
1495,7,81
1495,7,411
1495,7,412
1495,8,81
1495,9,69
1495,10,285
1495,11,411
1495,12,62
1495,13,54
1495,14,427
1495,15,62
1495,15,81
1495,16,95
1495,17,103
1495,17,62
1495,18,285
1496,1,234
1496,2,49
1496,3,234
1496,4,234
1496,5,234
1496,6,234
1497,1,81
1497,2,5
1498,1,110
1499,1,61
1499,1,75
1500,1,287
1501,1,94
1501,2,148
1502,1,30
1503,1,148
1504,1,24
1505,1,2
1506,1,24
1507,1,428
1508,1,148
1509,1,148
1510,1,31
1511,1,92
1512,1,148
1513,1,37
1514,1,103
1515,1,336
1516,1,247
1517,1,429
1518,1,23
1518,1,237
1519,1,92
1520,1,80
1521,1,80
1522,1,245
1522,1,246
1523,1,216
1523,2,245
1524,1,115
1525,1,5
1526,1,5
1527,1,19
1528,1,430
1529,1,156
1530,1,2
1530,2,220
1531,1,122
1531,2,44
1532,1,42
1533,1,146
1534,1,347
1535,1,31
1536,1,234
1536,1,234
1536,2,234
1536,3,234
1536,3,234
1537,1,60
1538,1,67
1539,1,129
1540,1,85
1541,1,16
1541,1,15
1541,1,14
1542,1,16
1543,1,32
1544,1,170
1545,1,24
1546,1,29
1547,1,115
1548,1,2
1549,1,364
1550,1,346
1550,1,118
1550,2,365
1550,2,181
1550,2,414
1550,2,431
1550,2,118
1551,1,35
1552,1,423
1552,1,432
1552,1,433
1553,1,239
1553,2,272
1554,1,92
1555,1,30
1556,1,92
1557,1,97
1557,1,434
1558,1,115
1559,1,24
1560,1,92
1561,1,2
1562,1,5
1563,1,24
1563,2,24
1563,3,19
1564,1,24
1565,1,2
1566,1,292
1567,1,435
1568,1,92
1568,2,35
1568,3,381
1569,1,307
1569,2,436
1570,1,14
1570,1,15
1570,1,16
1570,1,14
1571,1,8
1571,2,80
1572,1,115
1573,1,174
1574,1,437
1575,1,2
1576,1,42
1576,2,41
1577,1,239
1577,1,272
1577,1,438
1577,1,88
1578,1,237
1579,1,41
1580,1,239
1581,1,115
1582,1,8
1583,1,439
1584,1,337
1585,1,41
1586,1,94
1587,1,223
1588,1,110
1589,1,92
1590,1,121
1591,1,434
1591,1,440
1591,1,441
1591,1,442
1591,1,443
1592,1,174
1592,1,144
1592,1,444
1593,1,92
1594,1,37
1595,1,139
1596,1,72
1597,1,26
1598,1,440
1599,1,214
1600,1,334
1600,1,278
1601,1,5
1602,1,402
1603,1,399
1604,1,443
1605,1,24
1606,1,445
1607,1,402
1607,2,445
1608,1,179
1608,2,446
1608,2,446
1608,3,131
1609,1,246
1610,1,427
1610,2,101
1611,1,128
1611,1,237
1612,1,3
1613,1,103
1614,1,7
1615,1,97
1615,2,272
1616,1,219
1617,1,399
1618,1,148
1619,1,5
1620,1,153
1621,1,248
1621,1,447
1622,1,60
1623,1,92
1624,1,248
1624,1,447
1624,1,448
1625,1,134
1625,1,135
1626,1,179
1626,2,59
1627,1,4
1628,1,237
1628,1,128
1629,1,316
1630,1,179
1630,1,78
1630,1,255
1631,1,449
1632,1,2
1633,1,2
1634,1,148
1635,1,236
1636,1,28
1636,1,438
1636,1,88
1636,1,450
1636,1,2
1636,1,8
1637,1,253
1637,1,281
1637,1,236
1637,1,237
1638,1,8
1639,1,2
1640,1,42
1641,1,171
1641,2,171
1642,1,226
1642,2,300
1643,1,246
1643,1,245
1644,1,87
1644,1,272
1645,1,271
1646,1,143
1647,1,162
1648,1,162
1648,2,163
1648,3,197
1648,4,214
1649,1,8
1650,1,443
1651,1,451
1652,1,158
1653,1,41
1654,1,17
1655,1,449
1656,1,144
1656,2,144
1657,1,104
1657,2,128
1657,2,237
1658,1,5
1659,1,42
1660,1,162
1661,1,30
1662,1,249
1662,1,343
1662,1,200
1662,2,200
1663,1,5
1664,1,175
1665,1,420
1665,2,217
1666,1,368
1667,1,452
1668,1,42
1669,1,41
1670,1,5
1670,1,453
1671,1,5
1672,1,2
1673,1,430
1674,1,345
1675,1,116
1676,1,42
1677,1,41
1678,1,42
1679,1,314
1679,1,2
1680,1,177
1681,1,67
1682,1,5
1683,1,2
1683,1,8
1684,1,97
1685,1,2
1685,1,8
1686,1,148
1687,1,346
1688,1,175
1689,1,148
1690,1,2
1690,1,8
1691,1,3
1692,1,148
1693,1,116
1693,2,225
1693,3,24
1694,1,145
1694,2,145
1694,3,244
1694,4,119
1694,5,314
1694,5,2
1694,5,2
1694,6,51
1694,7,451
1694,8,314
1694,8,2
1694,8,2
1694,9,64
1694,10,202
1694,11,223
1694,11,39
1694,12,235
1694,13,235
1694,13,39
1694,14,187
1694,15,187
1694,16,44
1694,17,43
1694,18,163
1695,1,180
1695,2,59
1696,1,174
1696,2,101
1696,2,59
1696,2,143
1697,1,4
1698,1,132
1698,2,126
1698,2,8
1698,2,2
1698,2,132
1698,3,132
1699,1,300
1700,1,348
1701,1,163
1702,1,51
1702,2,51
1703,1,51
1703,2,3
1704,1,4
1704,2,299
1704,3,243
1704,4,59
1704,5,119
1704,6,228
1704,7,115
1705,1,141
1706,1,153
1706,1,29
1706,1,28
1706,1,438
1706,2,153
1706,2,356
1706,3,280
1706,4,280
1706,5,153
1706,5,29
1706,5,28
1706,5,438
1706,5,88
1706,6,153
1706,7,153
1707,1,153
1708,1,153
1708,1,89
1709,1,92
1709,2,101
1710,1,37
1711,1,132
1711,2,132
1711,2,131
1711,3,284
1712,1,153
1712,2,280
1712,3,280
1712,4,153
1712,4,28
1712,4,88
1712,4,450
1712,5,153
1712,6,92
1712,6,29
1712,7,92
1712,7,29
1712,8,92
1712,8,29
1712,9,92
1712,9,29
1712,10,29
1712,10,92
1713,1,41
1714,1,29
1714,2,29
1714,2,29
1714,3,276
1714,3,438
1714,3,88
1714,3,450
1714,4,153
1714,5,29
1715,1,234
1716,1,41
1717,1,228
1718,1,200
1719,1,59
1720,1,429
1720,2,37
1721,1,92
1722,1,265
1723,1,137
1723,1,418
1724,1,20
1725,1,148
1726,1,337
1726,2,258
1726,3,92
1727,1,140
1728,1,201
1728,2,201
1728,3,201
1728,4,317
1728,5,234
1728,6,234
1728,7,234
1729,1,51
1729,2,51
1729,3,51
1730,1,232
1730,2,42
1731,1,139
1731,2,127
1731,3,317
1731,3,314
1731,3,2
1731,3,8
1731,3,2
1731,3,192
1731,3,192
1731,4,139
1732,1,180
1732,2,50
1733,1,2
1734,1,29
1735,1,445
1735,1,376
1735,2,120
1735,3,120
1736,1,101
1736,2,101
1736,3,101
1736,4,101
1737,1,92
1737,1,92
1738,1,402
1739,1,94
1740,1,336
1741,1,12
1742,1,90
1743,1,5
1743,2,101
1744,1,139
1745,1,216
1746,1,24
1747,1,402
1748,1,181
1749,1,24
1750,1,454
1751,1,101
1752,1,140
1753,1,41
1754,1,5
1755,1,4
1756,1,176
1757,1,175
1758,1,69
1759,1,2
1760,1,19
1761,1,92
1762,1,65
1763,1,41
1764,1,198
1765,1,382
1766,1,94
1767,1,399
1768,1,310
1768,1,162
1769,1,300
1770,1,144
1771,1,126
1772,1,42
1773,1,44
1773,2,2
1773,2,8
1774,1,237
1774,1,128
1775,1,8
1775,2,8
1775,3,119
1775,3,8
1776,1,411
1777,1,200
1778,1,218
1778,2,46
1779,1,24
1780,1,201
1781,1,101
1782,1,4
1783,1,27
1783,2,24
1784,1,140
1784,1,65
1785,1,298
1785,2,24
1785,3,317
1786,1,455
1787,1,135
1788,1,142
1788,1,83
1789,1,228
1790,1,41
1791,1,174
1792,1,115
1792,1,154
1792,1,210
1792,2,135
1793,1,166
1793,1,446
1793,2,166
1793,2,446
1794,1,59
1795,1,173
1795,2,126
1795,3,132
1795,3,144
1795,4,4
1795,5,4
1796,1,240
1796,2,4
1797,1,128
1797,1,237
1798,1,131
1798,2,131
1799,1,228
1800,1,219
1801,1,72
1802,1,92
1803,1,175
1804,1,161
1804,2,237
1805,1,10
1806,1,173
1807,1,92
1808,1,175
1809,1,294
1810,1,154
1810,1,164
1811,1,139
1812,1,2
1812,1,295
1813,1,92
1814,1,101
1815,1,164
1816,1,446
1817,1,5
1818,1,32
1819,1,90
1820,1,8
1820,1,438
1820,1,252
1820,1,28
1821,1,83
1822,1,216
1823,1,92
1824,1,92
1825,1,196
1826,1,365
1826,1,456
1826,1,181
1826,1,414
1826,1,346
1827,1,142
1828,1,314
1828,1,2
1829,1,104
1830,1,362
1831,1,24
1831,1,324
1832,1,165
1833,1,165
1834,1,92
1835,1,349
1836,1,349
1837,1,165
1838,1,327
1839,1,65
1840,1,2
1840,2,2
1841,1,8
1842,1,438
1842,1,92
1842,1,29
1842,1,280
1843,1,20
1844,1,148
1845,1,330
1845,2,121
1846,1,20
1847,1,287
1848,1,92
1849,1,24
1850,1,152
1851,1,136
1852,1,42
1853,1,98
1853,1,457
1853,1,439
1853,1,458
1853,1,26
1853,2,439
1854,1,92
1855,1,327
1856,1,27
1857,1,459
1857,2,443
1858,1,460
1858,1,461
1858,2,461
1859,1,124
1860,1,124
1861,1,147
1861,1,368
1861,1,23
1861,1,237
1862,1,24
1863,1,453
1864,1,446
1864,2,166
1865,1,246
1866,1,446
1867,1,446
1868,1,45
1869,1,45
1870,1,235
1871,1,446
1872,1,303
1872,1,304
1873,1,220
1874,1,462
1875,1,241
1875,2,463
1876,1,2
1876,1,314
1877,1,327
1878,1,327
1879,1,327
1880,1,2
1881,1,2
1882,1,327
1883,1,37
1884,1,37
1884,2,37
1885,1,199
1885,1,37
1886,1,25
1886,2,25
1887,1,24
1887,2,214
1888,1,214
1888,2,214
1889,1,164
1890,1,258
1891,1,131
1891,2,87
1892,1,8
1893,1,171
1894,1,49
1895,1,50
1895,2,24
1896,1,50
1896,2,50
1896,3,50
1897,1,284
1898,1,380
1899,1,102
1899,2,380
1900,1,124
1901,1,217
1902,1,8
1903,1,213
1904,1,464
1905,1,317
1906,1,217
1907,1,213
1908,1,127
1909,1,202
1910,1,213
1910,2,213
1911,1,267
1912,1,396
1913,1,335
1914,1,465
1915,1,412
1916,1,466
1917,1,83
1917,2,73
1917,2,73
1917,3,83
1918,1,162
1918,2,83
1918,3,83
1918,4,83
1919,1,399
1919,2,399
1920,1,10
1921,1,467
1922,1,73
1923,1,270
1924,1,49
1924,2,245
1924,2,92
1924,3,245
1925,1,8
1925,2,8
1926,1,172
1926,2,172
1927,1,45
1928,1,17
1929,1,258
1930,1,3
1931,1,171
1932,1,468
1932,1,307
1933,1,8
1933,1,425
1934,1,2
1935,1,1
1936,1,17
1937,1,270
1937,2,2
1937,3,76
1938,1,92
1938,2,287
1938,3,61
1938,4,85
1938,5,26
1939,1,195
1940,1,424
1941,1,455
1941,2,455
1942,1,267
1943,1,294
1944,1,174
1945,1,143
1946,1,40
1946,2,129
1947,1,101
1948,1,13
1948,2,174
1949,1,446
1950,1,83
1951,1,174
1951,2,98
1952,1,104
1953,1,416
1954,1,61
1955,1,40
1956,1,220
1957,1,128
1957,1,237
1958,1,50
1959,1,213
1960,1,234
1961,1,156
1962,1,92
1963,1,5
1964,1,259
1965,1,37
1966,1,153
1966,1,29
1967,1,29
1968,1,92
1969,1,136
1970,1,334
1971,1,136
1972,1,66
1972,2,25
1973,1,40
1974,1,7
1975,1,92
1976,1,17
1977,1,438
1978,1,2
1978,1,8
1978,1,314
1979,1,182
1980,1,215
1981,1,425
1981,1,8
1981,2,269
1982,1,92
1983,1,82
1984,1,45
1985,1,31
1986,1,348
1987,1,348
1987,1,81
1987,1,412
1988,1,236
1989,1,245
1990,1,292
1991,1,360
1991,2,360
1992,1,8
1993,1,350
1993,1,97
1994,1,127
1995,1,447
1995,1,448
1996,1,19
1997,1,198
1997,2,198
1998,1,187
1999,1,40
2000,1,271
2001,1,237
2001,1,23
2002,1,85
2002,2,26
2002,3,17
2002,3,83
2003,1,62
2004,1,143
2005,1,117
2006,1,259
2007,1,195
2008,1,353
2008,1,353
2009,1,46
2010,1,265
2010,1,469
2010,1,264
2010,1,293
2010,1,263
2011,1,426
2012,1,23
2012,1,237
2013,1,8
2014,1,216
2015,1,341
2016,1,174
2017,1,192
2018,1,17
2019,1,192
2019,1,317
2019,2,317
2019,2,192
2020,1,407
2021,1,2
2021,1,8
2022,1,92
2023,1,119
2023,2,2
2024,1,90
2025,1,2
2025,1,314
2025,2,314
2026,1,200
2027,1,437
2027,1,322
2027,1,306
2028,1,17
2028,1,73
2028,1,85
2029,1,156
2030,1,192
2031,1,245
2031,2,470
2031,3,2
2031,3,2
2032,1,5
2033,1,471
2034,1,41
2035,1,191
2036,1,24
2037,1,446
2038,1,8
2039,1,8
2039,1,8
2040,1,2
2040,1,2
2041,1,62
2042,1,92
2043,1,256
2044,1,226
2044,1,229
2044,2,36
2044,3,171
2044,4,131
2044,4,237
2045,1,41
2045,2,92
2045,3,274
2046,1,36
2047,1,161
2047,2,465
2047,2,355
2048,1,201
2049,1,162
2050,1,24
2051,1,24
2052,1,101
2053,1,115
2054,1,252
2055,1,441
2056,1,8
2057,1,8
2058,1,247
2059,1,201
2060,1,2
2061,1,92
2062,1,192
2062,1,317
2062,2,136
2062,2,202
2063,1,259
2063,2,211
2063,3,451
2064,1,162
2065,1,376
2065,2,377
2066,1,46
2067,1,192
2067,1,317
2067,2,49
2068,1,139
2069,1,2
2070,1,18
2071,1,255
2072,1,327
2073,1,243
2073,1,242
2073,2,342
2073,3,187
2073,4,216
2073,5,193
2073,6,274
2073,6,275
2073,6,216
2074,1,154
2074,1,164
2075,1,368
2075,2,148
2076,1,8
2076,1,8
2076,2,2
2077,1,17
2077,2,1
2078,1,209
2079,1,73
2080,1,420
2081,1,2
2082,1,237
2082,1,128
2083,1,2
2083,1,2
2084,1,37
2084,1,87
2085,1,225
2086,1,8
2087,1,101
2088,1,362
2089,1,134
2090,1,97
2091,1,29
2092,1,89
2093,1,216
2094,1,24
2095,1,212
2096,1,317
2096,2,50
2097,1,215
2097,2,367
2097,2,215
2098,1,59
2098,2,3
2098,3,166
2098,4,166
2098,5,166
2098,6,166
2098,7,174
2098,8,446
2099,1,4
2099,2,128
2099,2,237
2099,2,4
2100,1,403
2101,1,472
2102,1,2
2102,2,28
2102,2,450
2102,2,314
2102,2,2
2102,2,8
2103,1,65
2104,1,5
2105,1,473
2105,2,8
2105,3,18
2105,4,18
2105,4,18
2105,5,18
2106,1,24
2107,1,24
2108,1,474
2108,1,461
2108,1,475
2109,1,154
2109,1,115
2110,1,368
2111,1,62
2112,1,5
2113,1,5
2114,1,2
2115,1,434
2116,1,2
2117,1,370
2117,1,371
2117,1,115
2117,2,371
2117,2,370
2118,1,8
2118,2,2
2119,1,275
2120,1,92
2121,1,54
2122,1,468
2123,1,126
2124,1,237
2124,1,131
2124,1,166
2124,2,4
2124,2,166
2125,1,284
2126,1,4
2126,2,4
2127,1,59
2127,2,163
2127,2,162
2128,1,200
2129,1,131
2129,1,237
2129,2,299
2129,3,23
2129,4,174
2129,5,122
2130,1,38
2131,1,128
2131,1,23
2131,1,237
2131,2,174
2132,1,131
2132,1,237
2132,2,131
2132,2,237
2132,3,131
2132,3,237
2133,1,384
2134,1,434
2135,1,181
2136,1,168
2137,1,2
2138,1,40
2139,1,342
2139,2,368
2140,1,41
2141,1,118
2141,1,157
2141,2,141
2141,3,141
2142,1,24
2143,1,128
2143,1,237
2144,1,4
2144,2,116
2144,3,116
2144,4,6
2144,5,284
2145,1,246
2145,2,147
2146,1,23
2146,2,126
2147,1,128
2147,1,237
2148,1,134
2148,1,135
2149,1,324
2150,1,284
2151,1,41
2152,1,8
2152,1,2
2153,1,148
2154,1,148
2155,1,395
2156,1,148
2157,1,41
2158,1,252
2159,1,148
2160,1,42
2161,1,476
2162,1,223
2163,1,2
2163,2,124
2164,1,81
2164,2,81
2165,1,237
2165,1,23
2166,1,277
2167,1,440
2167,1,434
2167,1,360
2167,2,158
2167,3,337
2168,1,117
2169,1,8
2169,1,8
2170,1,246
2171,1,8
2171,1,8
2172,1,41
2173,1,8
2174,1,41
2175,1,353
2175,1,353
2176,1,24
2177,1,29
2177,1,477
2178,1,356
2179,1,41
2180,1,129
2181,1,41
2182,1,245
2183,1,87
2184,1,91
2184,1,399
2185,1,348
2185,1,81
2185,1,412
2186,1,147
2187,1,29
2187,2,254
2188,1,92
2189,1,446
2190,1,2
2191,1,163
2192,1,163
2193,1,234
2194,1,8
2195,1,225
2196,1,348
2196,1,10
2196,1,111
2196,1,408
2196,1,1
2196,1,418
2197,1,357
2198,1,19
2199,1,257
2200,1,8
2200,2,24
2200,3,24
2200,4,24
2201,1,24
2202,1,42
2203,1,8
2204,1,2
2205,1,72
2206,1,2
2206,1,2
2206,1,314
2207,1,72
2208,1,187
2209,1,52
2210,1,451
2211,1,109
2212,1,92
2213,1,110
2213,2,266
2214,1,2
2214,1,2
2215,1,46
2215,1,267
2215,1,45
2215,1,10
2216,1,276
2217,1,307
2218,1,2
2219,1,216
2220,1,235
2221,1,249
2221,1,200
2221,1,343
2222,1,406
2222,1,69
2223,1,167
2224,1,92
2224,2,92
2224,3,317
2225,1,111
2226,1,137
2227,1,24
2227,2,62
2227,2,96
2227,3,52
2227,4,341
2227,5,341
2227,6,268
2227,7,68
2228,1,85
2228,2,288
2228,3,288
2228,4,125
2228,5,436
2228,6,288
2228,7,83
2228,8,83
2228,9,138
2228,9,11
2228,10,110
2228,11,83
2228,12,110
2228,13,85
2228,14,85
2228,15,318
2228,15,85
2228,16,34
2228,17,317
2228,18,317
2228,19,368
2228,20,110
2228,21,19
2228,21,450
2228,21,438
2228,21,127
2228,21,234
2228,22,98
2228,23,234
2228,24,49
2228,25,191
2228,25,191
2228,26,200
2228,27,49
2228,28,259
2228,29,135
2228,30,136
2228,31,145
2228,32,135
2228,33,201
2228,34,211
2228,35,49
2229,1,51
2229,2,140
2229,3,140
2229,4,238
2229,5,193
2229,5,332
2230,1,104
2230,2,147
2231,1,101
2231,1,164
2231,2,164
2232,1,166
2233,1,101
2234,1,180
2235,1,180
2235,2,201
2235,2,127
2236,1,317
2236,2,139
2236,3,234
2236,4,259
2236,5,298
2236,6,317
2236,7,317
2236,8,317
2236,9,192
2236,10,234
2236,11,234
2236,12,234
2236,13,234
2236,13,127
2236,13,56
2236,13,234
2236,13,234
2236,14,139
2236,14,259
2236,15,170
2236,16,441
2236,17,272
2236,17,27
2236,17,127
2236,17,234
2236,17,317
2236,18,139
2236,19,394
2236,20,87
2236,20,139
2236,21,202
2236,22,202
2236,23,214
2236,24,313
2237,1,122
2238,1,116
2238,1,4
2239,1,92
2240,1,22
2241,1,95
2242,1,24
2243,1,92
2244,1,428
2245,1,69
2246,1,135
2247,1,135
2248,1,134
2248,1,135
2248,2,174
2249,1,134
2249,1,41
2249,2,116
2250,1,138
2250,1,318
2251,1,240
2252,1,134
2252,2,135
2252,2,446
2253,1,42
2253,2,97
2254,1,65
2255,1,134
2255,2,134
2256,1,94
2257,1,42
2258,1,8
2259,1,249
2259,1,200
2259,1,343
2260,1,228
2261,1,478
2262,1,46
2263,1,258
2264,1,258
2265,1,230
2266,1,101
2267,1,42
2267,2,302
2267,2,278
2268,1,191
2269,1,110
2270,1,276
2271,1,41
2272,1,8
2273,1,92
2274,1,347
2275,1,126
2276,1,8
2277,1,241
2278,1,89
2278,2,111
2278,2,270
2278,2,408
2278,2,1
2279,1,60
2279,2,60
2279,3,60
2280,1,41
2281,1,2
2282,1,165
2282,2,5
2283,1,166
2284,1,67
2285,1,4
2286,1,207
2287,1,92
2288,1,41
2289,1,131
2289,1,237
2290,1,67
2291,1,465
2292,1,101
2293,1,228
2294,1,132
2294,1,237
2295,1,479
2296,1,161
2297,1,313
2298,1,288
2299,1,67
2300,1,446
2300,2,128
2300,2,23
2300,2,236
2300,2,237
2300,3,195
2301,1,41
2302,1,2
2303,1,92
2304,1,24
2304,2,8
2305,1,2
2305,1,8
2306,1,258
2307,1,187
2308,1,8
2309,1,94
2310,1,94
2311,1,296
2312,1,24
2313,1,8
2314,1,275
2315,1,251
2316,1,92
2317,1,124
2318,1,251
2318,2,251
2319,1,251
2319,2,251
2320,1,42
2321,1,465
2322,1,265
2323,1,70
2324,1,145
2325,1,42
2326,1,27
2327,1,27
2328,1,27
2329,1,162
2329,1,163
2329,1,262
2329,1,221
2330,1,170
2331,1,348
2332,1,92
2332,2,231
2333,1,251
2333,2,251
2334,1,360
2335,1,44
2336,1,24
2337,1,12
2337,2,440
2338,1,184
2339,1,31
2340,1,231
2341,1,35
2342,1,480
2342,1,435
2343,1,35
2344,1,73
2345,1,110
2346,1,366
2347,1,101
2348,1,92
2349,1,429
2350,1,447
2350,2,32
2350,3,32
2351,1,85
2351,2,320
2352,1,3
2353,1,438
2354,1,272
2354,1,27
2354,1,127
2355,1,379
2356,1,8
2357,1,332
2358,1,435
2358,2,435
2358,3,435
2359,1,202
2360,1,8
2360,1,269
2361,1,92
2362,1,214
2363,1,40
2364,1,356
2365,1,349
2366,1,481
2367,1,175
2367,1,50
2367,1,238
2368,1,83
2369,1,5
2370,1,23
2370,1,237
2370,1,147
2370,1,368
2371,1,307
2372,1,237
2372,1,368
2372,1,23
2372,1,147
2373,1,23
2373,1,237
2374,1,298
2374,1,233
2374,1,167
2375,1,167
2375,2,24
2376,1,59
2376,2,129
2377,1,195
2378,1,310
2379,1,310
2379,2,310
2380,1,314
2380,2,269
2380,2,425
2381,1,37
2382,1,7
2383,1,124
2384,1,8
2385,1,76
2385,2,83
2386,1,17
2386,2,17
2387,1,56
2387,2,24
2388,1,399
2389,1,24
2390,1,434
2391,1,347
2392,1,34
2393,1,8
2394,1,209
2395,1,209
2395,2,187
2395,3,181
2395,4,161
2395,5,13
2395,6,202
2395,7,198
2395,8,17
2396,1,482
2397,1,214
2398,1,80
2399,1,75
2400,1,483
2401,1,265
2402,1,294
2402,1,246
2403,1,40
2404,1,399
2404,2,402
2405,1,201
2405,2,201
2406,1,438
2407,1,208
2408,1,438
2409,1,92
2410,1,2
2411,1,347
2412,1,286
2413,1,419
2414,1,484
2415,1,230
2416,1,347
2417,1,24
2418,1,347
2419,1,85
2420,1,315
2421,1,315
2421,2,139
2422,1,19
2423,1,60
2424,1,153
2424,1,276
2424,2,12
2424,3,54
2425,1,103
2426,1,234
2426,2,47
2427,1,348
2427,2,348
2427,2,467
2427,2,1
2427,2,10
2427,2,267
2427,2,45
2427,2,408
2427,2,270
2427,2,46
2427,2,111
2427,3,1
2428,1,103
2429,1,47
2430,1,47
2431,1,412
2431,1,81
2431,1,348
2432,1,129
2432,2,485
2433,1,2
2434,1,170
2435,1,171
2435,2,171
2436,1,397
2436,1,171
2437,1,20
2437,1,4
2437,1,147
2437,1,131
2437,1,299
2437,1,130
2437,1,237
2438,1,17
2439,1,181
2440,1,62
2441,1,315
2442,1,75
2443,1,161
2444,1,288
2445,1,5
2446,1,5
2447,1,412
2448,1,198
2449,1,258
2449,2,167
2450,1,92
2451,1,92
2452,1,246
2453,1,459
2454,1,226
2455,1,211
2456,1,34
2457,1,92
2458,1,412
2459,1,486
2460,1,23
2461,1,50
2462,1,32
2463,1,83
2464,1,148
2465,1,435
2465,1,480
2466,1,5
2467,1,70
2467,1,137
2468,1,6
2468,2,19
2469,1,40
2470,1,40
2471,1,29
2472,1,314
2472,1,2
2473,1,201
2474,1,102
2475,1,24
2476,1,395
2477,1,193
2478,1,29
2479,1,216
2480,1,8
2481,1,470
2482,1,92
2483,1,263
2484,1,272
2485,1,103
2486,1,50
2487,1,145
2488,1,331
2489,1,216
2490,1,72
2490,2,72
2491,1,377
2491,2,33
2492,1,72
2493,1,72
2494,1,89
2494,2,67
2495,1,97
2496,1,354
2497,1,294
2497,2,294
2497,3,294
2498,1,451
2499,1,2
2499,2,227
2500,1,4
2501,1,314
2501,1,2
2502,1,4
2502,2,114
2502,2,31
2502,2,61
2502,2,416
2503,1,307
2504,1,314
2504,1,2
2505,1,2
2506,1,135
2507,1,2
2508,1,92
2509,1,92
2510,1,446
2511,1,174
2512,1,446
2513,1,446
2514,1,446
2515,1,446
2515,2,446
2516,1,259
2517,1,441
2518,1,2
2519,1,282
2520,1,256
2521,1,402
2522,1,92
2523,1,270
2524,1,8
2525,1,402
2526,1,260
2527,1,442
2528,1,19
2529,1,8
2530,1,244
2531,1,326
2531,1,123
2532,1,139
2533,1,50
2534,1,360
2535,1,360
2536,1,416
2537,1,128
2537,1,237
2538,1,2
2538,1,8
2539,1,2
2540,1,120
2540,2,260
2541,1,92
2542,1,46
2542,2,327
2543,1,24
2544,1,2
2544,1,314
2545,1,208
2546,1,157
2547,1,64
2548,1,189
2549,1,189
2550,1,446
2551,1,67
2552,1,446
2553,1,337
2553,2,32
2553,3,346
2554,1,67
2554,2,235
2554,3,50
2555,1,446
2556,1,67
2557,1,229
2557,1,121
2558,1,162
2559,1,2
2560,1,8
2560,2,2
2561,1,179
2562,1,92
2563,1,283
2564,1,269
2564,1,8
2565,1,390
2566,1,23
2566,1,237
2567,1,128
2567,1,237
2568,1,109
2569,1,8
2570,1,12
2571,1,37
2572,1,8
2572,1,2
2573,1,282
2574,1,8
